id,title,provider,department,description,level,duration,students,rating,url,tags
1172,Investimento em Ações para Leigos,Udemy,Business Finance,Course: Investimento em Ações para Leigos. Category: Business Finance. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,201,5,https://www.udemy.com/investimento-em-acoes-para-leigos/,[]
1173,Introducción a la Contabilidad,Udemy,Business Finance,Course: Introducción a la Contabilidad. Category: Business Finance. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,1235,5,https://www.udemy.com/introduccion-a-la-contabilidad/,[]
1174,Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,Udemy,Business Finance,Course: Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD. Category: Business Finance. Level: Intermediate Level. Duration: 1.5 hours.,Intermediate Level,1.5 hours,137,5,https://www.udemy.com/forex-trading-strategia-correlazione-eurgbp-gbpusd/,[]
1175,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,Udemy,Business Finance,Course: Finanzielle Unabhängigkeit-2 Millionär werden mit Investment. Category: Business Finance. Level: Intermediate Level. Duration: 43 mins.,Intermediate Level,43 mins,384,5,https://www.udemy.com/finanzielle-unabhaengigkeit-2-millionaer-werden-mit-investment/,[]
1176,カードゲームでカンタンに理解する 経済とお金のキホン,Udemy,Business Finance,Course: カードゲームでカンタンに理解する 経済とお金のキホン. Category: Business Finance. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,103,3,https://www.udemy.com/kabucom_keizai/,[]
1177,Contabilidad rápida y eficaz,Udemy,Business Finance,Course: Contabilidad rápida y eficaz. Category: Business Finance. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,379,5,https://www.udemy.com/contabilidad11/,[]
1178,Introducción al trading de opciones,Udemy,Business Finance,Course: Introducción al trading de opciones. Category: Business Finance. Level: Beginner Level. Duration: 5.5 hours.,Beginner Level,5.5 hours,1573,5,https://www.udemy.com/curso-de-opciones-basico/,[]
1179,Aprenda a Investir seu Dinheiro,Udemy,Business Finance,Course: Aprenda a Investir seu Dinheiro. Category: Business Finance. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,150,5,https://www.udemy.com/aprenda-a-investir-seu-dinheiro/,[]
1180,Trader sur le Forex avec Ichimoku,Udemy,Business Finance,Course: Trader sur le Forex avec Ichimoku. Category: Business Finance. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,48,5,https://www.udemy.com/apprendre-a-trader-le-forex-avec-ichimoku/,[]
1181,العلوم والمبادئ الأساسية للمهنة الإكتوارية,Udemy,Business Finance,Course: العلوم والمبادئ الأساسية للمهنة الإكتوارية. Category: Business Finance. Level: Beginner Level. Duration: 39 mins.,Beginner Level,39 mins,781,5,https://www.udemy.com/actuarial-intro/,[]
1182,トレーディングビュー徹底攻略2017年版,Udemy,Business Finance,Course: トレーディングビュー徹底攻略2017年版. Category: Business Finance. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,952,5,https://www.udemy.com/tradingview/,[]
1183,Kostenrechnung lernen leicht gemacht,Udemy,Business Finance,Course: Kostenrechnung lernen leicht gemacht. Category: Business Finance. Level: Beginner Level. Duration: 3 hours.,Beginner Level,3 hours,612,5,https://www.udemy.com/kostenrechnung-lernen-leicht-gemacht/,[]
1184,MetaTrader4 Platform Training,Udemy,Business Finance,Course: MetaTrader4 Platform Training. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,1819,5,https://www.udemy.com/metatrader4-platform-training/,[]
1185,Professional Bookkeeping Accounting 1: Sales Purchases,Udemy,Business Finance,Course: Professional Bookkeeping Accounting 1: Sales Purchases. Category: Business Finance. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,551,5,https://www.udemy.com/professional-bookkeeping-and-accounting-1/,[]
1186,Step by step guide to understand how business perform,Udemy,Business Finance,Course: Step by step guide to understand how business perform. Category: Business Finance. Level: Intermediate Level. Duration: 38 mins.,Intermediate Level,38 mins,788,3,https://www.udemy.com/analyzing-business-for-beginners/,[]
1187,How to Grow your Small Business and not run out of Cash,Udemy,Business Finance,Course: How to Grow your Small Business and not run out of Cash. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,408,3,https://www.udemy.com/how-to-grow-your-small-business-and-not-run-out-of-cash/,[]
1188,Finance for Non Finance Executives,Udemy,Business Finance,Course: Finance for Non Finance Executives. Category: Business Finance. Level: Beginner Level. Duration: 13 hours.,Beginner Level,13 hours,944,5,https://www.udemy.com/finance-for-non-finance-executives/,[]
1189,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",Udemy,Business Finance,"Course: An Introduction: MT4 Email, Sound, Notification Forex Alerts. Category: Business Finance. Level: Intermediate Level. Duration: 37 mins.",Intermediate Level,37 mins,323,5,https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,[]
1190,Innovators and innovation: Travel through time!,Udemy,Business Finance,Course: Innovators and innovation: Travel through time!. Category: Business Finance. Level: Beginner Level. Duration: 6 hours.,Beginner Level,6 hours,101,0,https://www.udemy.com/innovators-and-innovation-travel-through-time/,[]
1191,Learn How to Trade The Stock Market,Udemy,Business Finance,Course: Learn How to Trade The Stock Market. Category: Business Finance. Level: All Levels. Duration: 4 hours.,All Levels,4 hours,984,3,https://www.udemy.com/complete-course-for-stock-trading-all-skill-levels/,[]
1192,How To Earn Some Bitcoin Every Time You Use A Search Engine,Udemy,Business Finance,Course: How To Earn Some Bitcoin Every Time You Use A Search Engine. Category: Business Finance. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,89,5,https://www.udemy.com/getting-paid-to-search-the-web/,[]
1193,Super Fast Accounting - the fastest way to do your books,Udemy,Business Finance,Course: Super Fast Accounting - the fastest way to do your books. Category: Business Finance. Level: Beginner Level. Duration: 34 mins.,Beginner Level,34 mins,129,5,https://www.udemy.com/super-fast-accounting/,[]
1194,Financial Modeling and Valuation: Complete Beginner to Pro,Udemy,Business Finance,Course: Financial Modeling and Valuation: Complete Beginner to Pro. Category: Business Finance. Level: All Levels. Duration: 5 hours.,All Levels,5 hours,249,5,https://www.udemy.com/financial-modeling-and-valuation-complete-beginner-to-pro/,[]
1195,Learn to trade Chart Patterns,Udemy,Business Finance,Course: Learn to trade Chart Patterns. Category: Business Finance. Level: Intermediate Level. Duration: 2 hours.,Intermediate Level,2 hours,75,5,https://www.udemy.com/learn-to-trade-chart-patterns/,[]
1196,Anatomy and Figure Drawing for Beginners,Udemy,Graphic Design,Course: Anatomy and Figure Drawing for Beginners. Category: Graphic Design. Level: Beginner Level. Duration: 21 hours.,Beginner Level,21 hours,2252,5,https://www.udemy.com/anatomy-and-figure-drawing-for-games-and-comics/,[]
1197,Illustrator CC MasterClass,Udemy,Graphic Design,Course: Illustrator CC MasterClass. Category: Graphic Design. Level: All Levels. Duration: 12 hours.,All Levels,12 hours,462,5,https://www.udemy.com/illustrator-cc-masterclass/,[]
1198,Typographic Logo Design in Illustrator - Beginners Beyond,Udemy,Graphic Design,Course: Typographic Logo Design in Illustrator - Beginners Beyond. Category: Graphic Design. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,1720,5,https://www.udemy.com/typographical-logo-design/,[]
1199,Adobe Illustrator T-Shirt Design for Merch by Amazon,Udemy,Graphic Design,Course: Adobe Illustrator T-Shirt Design for Merch by Amazon. Category: Graphic Design. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,390,5,https://www.udemy.com/merchbyamazondesign/,[]
1200,Logo Design in Adobe Illustrator - for Beginners Beyond,Udemy,Graphic Design,Course: Logo Design in Adobe Illustrator - for Beginners Beyond. Category: Graphic Design. Level: All Levels. Duration: 7.5 hours.,All Levels,7.5 hours,4297,5,https://www.udemy.com/logodesign/,[]
1201,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,Udemy,Graphic Design,Course: Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing. Category: Graphic Design. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,1076,5,https://www.udemy.com/learn-adobe-illustrator-semi-automatic-mandalas-drawing/,[]
1202,Create Professional Looking Infographics With No Experience,Udemy,Graphic Design,Course: Create Professional Looking Infographics With No Experience. Category: Graphic Design. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,9367,5,https://www.udemy.com/create-professional-looking-infographics/,[]
1203,Discover How to Draw and paint Comics,Udemy,Graphic Design,Course: Discover How to Draw and paint Comics. Category: Graphic Design. Level: All Levels. Duration: 62 hours.,All Levels,62 hours,8901,5,https://www.udemy.com/learn-to-draw-and-paint/,[]
1204,Typographic Logos: Typography and Lettering for Logo Design,Udemy,Graphic Design,Course: Typographic Logos: Typography and Lettering for Logo Design. Category: Graphic Design. Level: Intermediate Level. Duration: 1.5 hours.,Intermediate Level,1.5 hours,4235,5,https://www.udemy.com/typographic-logos-typography-and-lettering-for-logo-design/,[]
1205,Photoshop in Ease: Create World Amazing Graphic Designs,Udemy,Graphic Design,Course: Photoshop in Ease: Create World Amazing Graphic Designs. Category: Graphic Design. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,14440,5,https://www.udemy.com/photoshop-knights-become-a-professional-in-no-time/,[]
1206,Canva Graphics Design Essential Training For Everyone,Udemy,Graphic Design,Course: Canva Graphics Design Essential Training For Everyone. Category: Graphic Design. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,12340,5,https://www.udemy.com/canva-graphics-design-essential-training/,[]
1207,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,Udemy,Graphic Design,Course: Triangulated Bird: Origami Styled Bird in Adobe Illustrator. Category: Graphic Design. Level: Intermediate Level. Duration: 30 mins.,Intermediate Level,30 mins,2027,5,https://www.udemy.com/triangulated-bird-origami-styled-bird-in-adobe-illustrator/,[]
1208,Illustrator Quick Tip 10分でKawaiiカメレオンを描こう,Udemy,Graphic Design,Course: Illustrator Quick Tip 10分でKawaiiカメレオンを描こう. Category: Graphic Design. Level: All Levels. Duration: 36 mins.,All Levels,36 mins,381,5,https://www.udemy.com/illustrator-quick-tip10kawaii/,[]
1209,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,Udemy,Graphic Design,Course: Deinen Roman setzen mit PagePlus in 10 einfachen Schritten. Category: Graphic Design. Level: All Levels. Duration: 3.5 hours.,All Levels,3.5 hours,69,5,https://www.udemy.com/deinen-roman-setzen-mit-pageplus-in-10-einfachen-schritten/,[]
1210,画像加工の初心者でも １日 で初歩を覚えられる無料講座,Udemy,Graphic Design,Course: 画像加工の初心者でも １日 で初歩を覚えられる無料講座. Category: Graphic Design. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,21,0,https://www.udemy.com/1-tuqndy/,[]
1211,Graphic Design Bootcamp,Udemy,Graphic Design,Course: Graphic Design Bootcamp. Category: Graphic Design. Level: Beginner Level. Duration: 8 hours.,Beginner Level,8 hours,15276,5,https://www.udemy.com/graphic-design-for-beginners/,[]
1212,The Ultimate Drawing Course - Beginner to Advanced,Udemy,Graphic Design,Course: The Ultimate Drawing Course - Beginner to Advanced. Category: Graphic Design. Level: Beginner Level. Duration: 11 hours.,Beginner Level,11 hours,26742,5,https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced/,[]
1213,Ultimate Photoshop Training: From Beginner to Pro,Udemy,Graphic Design,Course: Ultimate Photoshop Training: From Beginner to Pro. Category: Graphic Design. Level: Beginner Level. Duration: 11.5 hours.,Beginner Level,11.5 hours,5326,5,https://www.udemy.com/ultimate-photoshop-training-from-beginner-to-pro/,[]
1214,Photoshop for Entrepreneurs - Design 11 Practical Projects,Udemy,Graphic Design,Course: Photoshop for Entrepreneurs - Design 11 Practical Projects. Category: Graphic Design. Level: All Levels. Duration: 5 hours.,All Levels,5 hours,36288,5,https://www.udemy.com/photoshop-for-entrepreneurs/,[]
1215,Anatomy for Figure Drawing: Mastering the Human Figure,Udemy,Graphic Design,Course: Anatomy for Figure Drawing: Mastering the Human Figure. Category: Graphic Design. Level: All Levels. Duration: 68.5 hours.,All Levels,68.5 hours,15500,5,https://www.udemy.com/anatomy-for-figure-drawing-and-comics/,[]
1216,Sketch 3 from A to Z: Become an App Designer,Udemy,Graphic Design,Course: Sketch 3 from A to Z: Become an App Designer. Category: Graphic Design. Level: All Levels. Duration: 3.5 hours.,All Levels,3.5 hours,7282,5,https://www.udemy.com/learnsketch3/,[]
1217,How to Design a Logo - a Beginners Course,Udemy,Graphic Design,Course: How to Design a Logo - a Beginners Course. Category: Graphic Design. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,10875,5,https://www.udemy.com/how-to-design-a-logo-a-beginners-course/,[]
1218,Logo Design Masterclass: Learn Logo Design Illustrator,Udemy,Graphic Design,Course: Logo Design Masterclass: Learn Logo Design Illustrator. Category: Graphic Design. Level: All Levels. Duration: 6.5 hours.,All Levels,6.5 hours,8196,5,https://www.udemy.com/become-a-professional-logo-designer/,[]
1219,How to Draw and Sketch for Beginners,Udemy,Graphic Design,Course: How to Draw and Sketch for Beginners. Category: Graphic Design. Level: Beginner Level. Duration: 9 hours.,Beginner Level,9 hours,1360,5,https://www.udemy.com/drawing-and-sketching-for-beginners/,[]
1220,Graphic Design Masterclass: Learn Graphic Design in Projects,Udemy,Graphic Design,Course: Graphic Design Masterclass: Learn Graphic Design in Projects. Category: Graphic Design. Level: Beginner Level. Duration: 3.5 hours.,Beginner Level,3.5 hours,6858,5,https://www.udemy.com/graphic-design/,[]
1221,Canva Graphics Design for Entrepreneurs - Design 11 Projects,Udemy,Graphic Design,Course: Canva Graphics Design for Entrepreneurs - Design 11 Projects. Category: Graphic Design. Level: All Levels. Duration: 3.5 hours.,All Levels,3.5 hours,18303,5,https://www.udemy.com/canva-graphic-design-course/,[]
